ID Ciudad Latitud Longitud Demanda_Mensual
621 Guayaquil -2.238299 -79.787507 84.81
622 Guayaquil -2.059032 -80.061231 79.11
623 Guayaquil -2.016084 -79.959313 460.34
624 Guayaquil -2.128061 -79.969859 147.31
625 Guayaquil -2.210277 -80.081144 281.72
626 Guayaquil -2.307221 -79.913366 100.09
627 Guayaquil -2.307553 -79.879914 86.87
628 Guayaquil -2.265309 -79.931683 205.51
629 Guayaquil -2.073195 -79.954007 50.86
630 Guayaquil -2.187638 -80.075099 187.01
631 Guayaquil -2.199427 -79.887244 102.39
632 Guayaquil -2.245742 -79.887024 150.1
633 Guayaquil -2.242549 -79.80606 173.65
634 Guayaquil -2.253454 -79.79898 52.17
635 Guayaquil -2.145258 -80.041448 97.95
636 Guayaquil -2.175355 -79.920717 137.22
637 Guayaquil -2.195555 -79.982857 96.5
638 Guayaquil -2.085228 -79.960982 123.76
639 Guayaquil -2.289354 -79.799255 79.52
640 Guayaquil -2.222347 -79.781192 119.07
641 Guayaquil -2.172696 -79.928074 78.47
642 Guayaquil -2.148917 -79.775905 52.91
643 Guayaquil -2.097904 -80.085354 75.12
644 Guayaquil -2.070631 -79.874533 83.68
645 Guayaquil -2.236363 -79.766952 97.73
646 Guayaquil -2.169697 -79.987946 113.83
647 Guayaquil -2.187234 -79.925552 178.73
648 Guayaquil -2.195538 -80.062656 78.05
649 Guayaquil -2.235658 -80.075951 53.92
650 Guayaquil -2.168878 -80.060336 216.46
651 Guayaquil -2.197487 -79.860661 60.5
652 Guayaquil -2.302405 -79.968221 262.98
653 Guayaquil -2.231438 -80.0764 139.37
654 Guayaquil -2.298446 -79.936674 149.46
655 Guayaquil -2.010662 -79.865167 262.6
656 Guayaquil -2.074562 -79.839782 191.19
657 Guayaquil -1.994268 -79.947331 105.47
658 Guayaquil -2.084127 -80.026324 162.3
659 Guayaquil -2.156978 -80.097364 55.79
660 Guayaquil -2.087162 -79.884527 51.08
661 Guayaquil -2.139749 -80.046402 191.73
662 Guayaquil -2.300756 -79.846137 69.9
663 Guayaquil -2.241573 -79.985452 121.31
664 Guayaquil -2.124187 -79.767832 144.31
665 Guayaquil -2.280081 -80.045031 70.26
666 Guayaquil -2.219645 -80.067988 72.06
667 Guayaquil -2.069527 -79.861343 174.21
668 Guayaquil -2.227315 -79.778286 89.81
669 Guayaquil -2.210339 -80.067645 120.26
670 Guayaquil -2.328317 -79.945301 104.15
671 Guayaquil -2.060088 -79.808768 157.21
672 Guayaquil -2.166866 -79.952905 148.78
673 Guayaquil -2.031412 -79.863168 70.0
674 Guayaquil -2.27457 -79.89245 177.45
675 Guayaquil -2.23215 -79.855355 76.58
676 Guayaquil -2.185612 -80.007012 60.08
677 Guayaquil -2.113115 -79.989805 131.3
678 Guayaquil -2.069169 -79.78209 263.33
679 Guayaquil -2.038433 -80.001988 110.73
680 Guayaquil -2.302852 -79.845822 59.51
681 Guayaquil -2.259764 -79.831156 122.79
682 Guayaquil -2.111405 -80.090113 79.59
683 Guayaquil -2.26417 -79.901633 174.43
684 Guayaquil -2.186152 -79.927653 100.91
685 Guayaquil -2.218107 -79.788681 173.53
686 Guayaquil -2.328781 -79.915815 129.19
687 Guayaquil -2.165144 -80.01116 51.18
688 Guayaquil -2.159723 -79.817259 381.41
689 Guayaquil -2.164451 -79.924484 301.12
690 Guayaquil -2.179262 -79.979734 106.78
691 Guayaquil -2.214912 -79.9202 369.27
692 Guayaquil -2.027181 -79.827249 259.87
693 Guayaquil -2.204327 -80.026865 87.23
694 Guayaquil -2.116836 -79.885305 77.61
695 Guayaquil -2.278894 -79.971381 152.73
696 Guayaquil -2.177956 -79.821805 302.52
697 Guayaquil -2.18031 -80.023296 59.14
698 Guayaquil -2.124546 -79.770686 90.89
699 Guayaquil -2.108149 -79.817075 148.04
700 Guayaquil -2.091144 -79.940443 86.77
701 Guayaquil -2.118976 -79.873603 305.13
702 Guayaquil -2.182818 -79.95649 173.3
703 Guayaquil -2.095789 -79.873865 132.2
704 Guayaquil -2.211477 -80.004616 63.86
705 Guayaquil -2.270662 -79.854112 134.11
706 Guayaquil -2.327524 -79.884347 50.75
707 Guayaquil -2.084838 -80.078261 98.45
708 Guayaquil -2.270093 -79.819808 218.94
709 Guayaquil -2.17997 -79.76068 50.63
710 Guayaquil -2.073118 -79.991196 102.45
711 Guayaquil -2.121528 -80.013256 58.86
712 Guayaquil -2.103928 -79.803971 196.05
713 Guayaquil -2.025036 -79.895049 66.7
714 Guayaquil -2.134434 -79.834672 63.77
715 Guayaquil -2.236242 -79.983038 104.71
716 Guayaquil -2.213132 -79.936294 67.28
717 Guayaquil -2.118232 -79.761868 199.25
718 Guayaquil -2.11943 -80.07405 398.13
719 Guayaquil -2.254933 -79.81978 249.06
720 Guayaquil -2.282951 -79.924085 75.8
721 Guayaquil -2.138108 -79.755572 70.53
722 Guayaquil -2.040457 -79.929354 394.94
723 Guayaquil -2.114904 -79.931655 128.78
724 Guayaquil -2.101388 -80.079762 75.07
725 Guayaquil -2.139424 -79.760145 177.31
726 Guayaquil -2.083176 -80.062293 96.95
727 Guayaquil -2.119094 -80.0632 61.6
728 Guayaquil -2.224455 -80.088919 192.82
729 Guayaquil -2.103419 -79.7571 245.28
730 Guayaquil -2.216618 -79.805144 59.45
731 Guayaquil -2.145614 -79.79454 50.28
732 Guayaquil -2.151511 -79.860496 346.42
733 Guayaquil -2.113933 -80.007187 55.78
734 Guayaquil -2.033804 -80.000971 377.84
735 Guayaquil -2.064539 -79.949337 217.68
736 Guayaquil -2.091531 -79.863874 59.67
737 Guayaquil -2.01936 -79.973051 330.64
738 Guayaquil -2.089929 -79.765247 339.89
739 Guayaquil -2.151445 -80.005006 96.47
740 Guayaquil -2.223099 -79.782726 91.77
741 Guayaquil -2.004986 -79.977743 225.21
742 Guayaquil -2.139438 -79.929418 299.67
743 Guayaquil -2.088309 -79.939508 288.38
744 Guayaquil -2.072612 -79.80249 155.21
745 Guayaquil -2.0876 -79.775359 78.31
746 Guayaquil -2.279567 -80.052142 103.3
747 Guayaquil -2.170863 -79.875622 62.48
748 Guayaquil -2.059388 -79.921503 369.48
749 Guayaquil -2.0766 -80.006098 143.05
750 Guayaquil -2.071011 -79.848376 303.11
751 Guayaquil -2.19887 -79.989285 78.05
752 Guayaquil -2.19924 -79.824984 81.78
753 Cuenca -2.874337 -79.025355 81.79
754 Cuenca -2.854927 -79.012439 446.03
755 Cuenca -2.909616 -79.051975 228.63
756 Cuenca -2.911538 -79.000011 195.18
757 Cuenca -2.941345 -78.977825 274.97
758 Cuenca -2.917183 -79.039862 66.96
759 Cuenca -2.94423 -79.022152 50.09
760 Cuenca -2.840717 -78.972565 185.11
761 Cuenca -2.8695 -78.987981 330.6
762 Cuenca -2.920396 -79.002655 216.33
763 Cuenca -2.867093 -79.02939 161.93
764 Cuenca -2.926898 -78.974533 53.75
765 Cuenca -2.930578 -78.993059 262.54
766 Cuenca -2.861401 -78.957923 79.07
767 Cuenca -2.879779 -79.049877 127.45
768 Cuenca -2.854837 -78.989976 277.08
769 Cuenca -2.923094 -79.070867 110.73
770 Cuenca -2.909951 -78.963648 63.35
771 Cuenca -2.942884 -79.029048 302.73
772 Cuenca -2.854249 -78.950715 241.77
773 Cuenca -2.879857 -78.977993 53.7
774 Cuenca -2.843967 -78.978613 124.74
775 Cuenca -2.863128 -78.962282 154.62
776 Cuenca -2.888833 -79.026532 188.21
777 Cuenca -2.864139 -79.047302 55.1
778 Cuenca -2.913195 -79.059128 89.58
779 Cuenca -2.864414 -78.963001 302.98
780 Cuenca -2.877429 -78.99294 325.64
781 Cuenca -2.850941 -79.056566 154.35
782 Cuenca -2.926919 -79.051606 86.66
783 Cuenca -2.942635 -78.974339 173.07
784 Cuenca -2.94975 -78.965664 65.32
785 Cuenca -2.933101 -79.000917 106.63
786 Cuenca -2.885454 -79.045269 375.51
787 Cuenca -2.924514 -79.071708 80.82
788 Cuenca -2.8988 -79.06987 155.23
789 Cuenca -2.913277 -79.019852 231.57
790 Cuenca -2.938058 -78.979144 136.91
791 Cuenca -2.836318 -78.98458 70.95
792 Cuenca -2.948455 -78.970475 184.17
793 Cuenca -2.865311 -78.947034 55.21
794 Cuenca -2.880496 -79.003359 82.29
795 Cuenca -2.929455 -78.970654 214.88
796 Cuenca -2.911122 -79.038787 148.12
797 Cuenca -2.848315 -79.018848 135.41
798 Cuenca -2.877181 -79.037838 83.8
799 Cuenca -2.880532 -79.003945 349.63
800 Cuenca -2.888791 -78.973728 70.94
801 Cuenca -2.926154 -79.048646 426.3
802 Cuenca -2.916755 -79.051753 60.31
803 Cuenca -2.885627 -79.038967 308.15
804 Cuenca -2.910349 -79.065569 160.97
805 Cuenca -2.867298 -79.045795 79.67
806 Cuenca -2.952582 -79.014031 51.93
807 Cuenca -2.825658 -79.006946 262.07
808 Cuenca -2.928074 -79.027925 198.37
809 Cuenca -2.915805 -78.974323 90.51
810 Cuenca -2.935315 -79.064968 105.22
811 Cuenca -2.931329 -79.010513 71.9
812 Cuenca -2.879483 -79.049165 70.12
813 Cuenca -2.846272 -78.998621 170.64
814 Cuenca -2.947238 -78.971893 310.98
815 Cuenca -2.879342 -79.045222 270.32
816 Cuenca -2.928306 -79.044549 201.75
817 Cuenca -2.905498 -78.978525 215.2
818 Cuenca -2.909702 -78.959238 291.79
819 Cuenca -2.960293 -79.031577 433.33
820 Cuenca -2.91545 -79.034646 137.58
821 Cuenca -2.95571 -78.974265 147.94
822 Cuenca -2.920335 -79.001125 65.32
823 Cuenca -2.945867 -79.034065 91.34
824 Cuenca -2.853039 -78.966155 148.5
825 Cuenca -2.877097 -79.026933 203.02
826 Cuenca -2.828622 -79.012152 113.59
827 Cuenca -2.876502 -79.029914 62.1
828 Cuenca -2.856217 -79.010066 61.8
829 Cuenca -2.880352 -78.945534 91.09
830 Cuenca -2.882382 -79.068605 75.26
831 Cuenca -2.938825 -78.986493 51.0
832 Cuenca -2.956358 -79.019634 431.36
833 Cuenca -2.894055 -79.059014 50.03
834 Cuenca -2.899823 -79.040696 173.17
835 Cuenca -2.855576 -78.976027 58.99
836 Cuenca -2.829187 -78.986863 156.75
837 Cuenca -2.943091 -79.013837 91.35
838 Cuenca -2.846008 -79.007913 105.66
839 Cuenca -2.842318 -79.042452 51.93
840 Cuenca -2.863431 -79.009826 54.98
841 Cuenca -2.852964 -78.964339 183.74
842 Cuenca -2.936439 -79.055403 216.54
843 Cuenca -2.873743 -78.999679 68.15
844 Cuenca -2.860533 -78.974836 64.06
845 Cuenca -2.90601 -79.037792 52.87
846 Cuenca -2.91638 -78.995801 195.82
847 Cuenca -2.910478 -79.05099 256.87
848 Cuenca -2.924538 -79.032444 225.77
849 Cuenca -2.9454 -79.04679 414.12
850 Cuenca -2.925165 -78.970868 89.56
851 Cuenca -2.845899 -79.038525 100.72
852 Cuenca -2.874937 -79.004977 78.53
853 Cuenca -2.966284 -79.004099 76.33
854 Cuenca -2.907605 -79.074111 182.44
855 Cuenca -2.859749 -79.011945 68.33
856 Cuenca -2.84965 -79.053858 159.7
857 Cuenca -2.918176 -78.995722 391.04
858 Cuenca -2.869622 -79.005069 145.72
859 Cuenca -2.840941 -79.049903 138.51
860 Cuenca -2.925609 -78.976503 70.5
861 Cuenca -2.95957 -78.988975 198.47
862 Cuenca -2.955942 -78.974752 59.95
863 Cuenca -2.906822 -79.077112 89.41
864 Cuenca -2.853947 -79.03312 162.18
865 Cuenca -2.944848 -79.047533 287.3
866 Cuenca -2.851645 -79.04866 243.86
867 Cuenca -2.963825 -79.001645 62.56
868 Cuenca -2.9008 -79.0133 255.07
869 Cuenca -2.898756 -79.067783 146.33
870 Cuenca -2.860125 -79.04373 241.47
871 Cuenca -2.952196 -78.981605 193.94
872 Cuenca -2.91378 -79.028197 381.76
873 Cuenca -2.902192 -79.011745 262.57
874 Cuenca -2.945973 -78.996989 105.93
875 Cuenca -2.914058 -78.969358 113.45
876 Cuenca -2.938322 -79.020489 78.99
877 Cuenca -2.947398 -78.988004 69.74
878 Cuenca -2.925007 -78.941569 55.96
879 Cuenca -2.907483 -78.998937 254.08
880 Cuenca -2.878004 -79.074805 305.37
881 Cuenca -2.950049 -79.028887 119.98
882 Cuenca -2.866712 -79.064498 176.13
883 Cuenca -2.890229 -79.062024 167.16
884 Cuenca -2.91775 -79.000101 50.65
885 Cuenca -2.931409 -78.961521 247.15
886 Cuenca -2.912761 -78.990008 248.74
887 Cuenca -2.869296 -79.062416 96.83
888 Cuenca -2.887985 -78.983149 132.68
889 Cuenca -2.882143 -79.034686 165.14
890 Cuenca -2.841544 -78.990221 87.27
891 Cuenca -2.85852 -79.037259 183.71
892 Cuenca -2.891696 -79.007758 233.28
893 Cuenca -2.946453 -78.984169 374.9
894 Cuenca -2.845802 -79.038664 113.71
895 Cuenca -2.84994 -78.971396 137.79
